"GDLcode","X1","X2","X3","X4","X5","X6"
"NGAr109",302062.996660089,566655.951096768,1330389.07479288,1668552.50063867,1157974.15443312,133788.431378466
"NGAr110",237211.797880338,329361.921357151,1479498.00587321,2157276.7519955,2378451.65913987,1107300.33675393
"NGAr111",231261.933121902,294018.241537596,1580687.83183412,2268744.08297036,4617467.82120019,3285678.67933583
"NGAr112",38841.6636100207,271971.582108964,1089666.41910053,1612528.72262415,2874289.93835745,1656825.78819889
"NGAr113",112480.10833715,158627.737173176,745713.690345478,908369.769850204,891676.861009775,204315.186284217
"NGAr114",565711.701102818,770729.701050634,3464495.95058405,4122757.18103083,1743236.61455947,156474.291672202
"NGAr115",75067.4555102308,144757.132767797,1026562.88899428,1591277.4927101,1860397.72968527,555077.185332322
"NGAr116",585499.709505839,430743.688531259,1518032.2505144,1619044.8524468,776725.630008794,14127.4729929101
"NGAr117",225592.584253014,280725.828240032,1251158.66725003,1480731.58795574,1042354.0375722,191554.828728987
"NGAr118",358681.036730713,485339.149687464,1992639.77638539,2413107.12408212,1534523.57768118,452584.13043313
"NGAr119",96827.3238576035,153821.473300179,856535.398589812,1128954.669285,1459781.17108277,404809.398884644
"NGAr120",772786.578024827,584613.571877856,1759923.03530828,2137668.96464096,1545992.73405989,260973.971088183
"NGAr121",33238.3061488203,220540.561113753,711714.141612656,1163023.91255415,1631393.0051255,1080602.98044512
"NGAr122",218915.333700361,337216.750274651,1123270.78851377,1125696.35851016,906931.347805016,99322.9141960346
"NGAr123",180650.831619694,511416.696067834,1442163.50920694,1576264.29765221,1463616.76363887,334771.125814456
"NGAr124",131373.317065834,311205.314718755,1000347.81545331,1446852.41139713,1160825.92359354,214102.921771438
"NGAr125",61057.3308191698,209734.964416454,915077.540308335,1289068.47673956,1970899.10932577,1164695.95539071
"NGAr126",29907.4478825,135710.910321847,589423.472891685,866843.890718025,1772781.57199524,887084.298190709
"NGAr127",261211.298350009,395709.981421015,1141231.28432656,1340204.48081536,1046268.11776165,261462.084325396
"NGAr128",182334.944815072,315934.689999717,1429072.47706661,1573281.24247024,810808.218692976,96398.7529553853
"NGAr129",45512.7640394307,97139.0110975004,438434.857752871,641244.685081656,1077234.73675271,644044.645275828
"NGAr130",65381.8640059634,108361.156128618,479233.525435048,553594.101718073,1187684.56459963,764226.838112668
"NGAr131",44737.4130690141,134759.496652076,472561.504907046,593355.977937407,757931.128014341,193987.012420115
"NGAr132",102368.020163891,140736.950587141,612908.026301755,786347.182416874,986656.124756967,256439.794773371
"NGAr133",178889.654512479,292168.276151009,894279.32072437,984757.528176428,756227.224912752,57679.4425229616
"NGAr134",46195.1654138623,102111.137244741,373454.329052808,653040.657758934,1022351.45422578,941062.293303871
"NGAr135",64136.1793683914,72535.0556128122,379593.71922317,540349.519842622,738559.82582713,629602.284125874
"NGAr136",34748.9358997485,177283.906063607,674551.512073266,917378.365064419,1517174.66155835,980497.461340607
"NGAr137",150496.849867612,116049.374942626,469274.394812322,705496.68111061,607177.713938925,177541.624327905
"PAKr101",315121.832960018,1683473.74787941,13559807.9354938,31952909.325975,46538845.7285093,21222253.3291825
"PAKr102",75296.6641550315,697763.107270455,5036318.0268358,10795884.2785719,18266822.6092003,12068026.8239666
"PAKr103",19463.5776307833,219523.566220402,2356249.37044064,5717931.28087441,12040463.4074783,8914904.36735548
"PAKr104",2957.7314315443,76713.1080884908,436081.302535504,988375.04931327,3274682.92208778,3214458.15654341
"PAKr105",8722.90690036844,46213.2713570394,339052.452398075,759638.650339751,881371.374354522,283976.882650245
"PAKr106",1271.60339143563,5368.99209717266,63015.0125089212,190175.351652484,502283.339617074,267319.290732912
"PAKr107",8911.72366738661,47986.204362851,447642.734984881,1027933.04917279,1533501.98799568,584060.658816415
"PAKr108",639.650521137378,24802.6761928819,169568.115173651,665381.913083206,2090338.98959961,1392642.31042952
"PNGr101",1566.54359275786,5437.4432904879,31790.7826736775,58312.0895850214,77533.1559516797,27411.2672063756
"PNGr102",1006.7345719172,3494.35672820086,20430.2517554291,37474.0906141179,49826.4516399375,17615.7691903975
"PNGr103",1970.57066377447,6839.81364049341,39989.9396383166,73351.3536494308,97529.7229483778,34480.9038596068
"PNGr104",2868.68195826141,9957.14101963275,58215.8358800835,106782.115808589,141980.067885688,50195.9907477446
"PNGr105",2056.62543245807,7138.50812097663,41736.2992429273,76554.605320112,101788.843365822,35986.684017704
"PNGr106",1613.72016108323,5601.19227014916,32748.1642862002,60068.1621840989,79868.0722898813,28236.7594085873
"PNGr107",10082.4751277529,27909.8049782966,149697.660172576,218765.173674082,209785.508849648,26524.5179976443
"PNGr108",9107.22419413527,25210.1639658187,135217.804681356,197604.601774291,189493.51598354,23958.8721008589
"PNGr109",6822.11899463887,18884.6496784306,101290.133422222,148023.379951551,141947.457007229,17947.3210459284
"PNGr110",8157.06934211397,22579.9926752294,121110.558559053,176988.553771598,169723.695915392,21459.2478366129
"PNGr111",11123.0898988836,30790.3829070085,165147.992993184,241343.981779206,231437.523509937,29262.1201117813
"PNGr112",7761.60698176508,24150.026004877,140790.968661656,220137.667593482,281666.877456644,58470.6993015769
"PNGr113",5837.3383574578,18162.717265003,105885.871789585,165560.824450879,211835.625234032,43974.5605030438
"PNGr114",5252.04537592242,16341.5942993904,95269.002626429,148960.52091622,190595.481679524,39565.3589025144
"PNGr115",2661.99173634181,8282.7138514559,48286.9586168682,75500.42837368,96603.0490789259,20053.6459427282
"PNGr116",556.429952703517,1560.85596633066,9089.86500892325,12773.8518386225,14929.9618448207,2620.6927485994
"PNGr117",2079.32670377864,5832.77279696133,33967.9755824865,47734.6898906286,55791.8713748201,9793.28375132477
"PNGr118",3991.62461010092,11197.008819811,65207.3611347198,91634.932873566,107102.07608002,18799.8895817821
"PNGr119",3502.30498891088,9824.40576983813,57213.8135529906,80401.7195779064,93972.7985513857,16495.2753589683
"PNGr120",3403.96190234412,9548.54104927573,55607.2764190541,78144.0768844226,91334.0863055588,16032.0957393447
"PNGr121",6506.78664692951,18252.3545149844,106295.162535882,149375.007886557,174588.150582197,30645.8854334492
"PNGr122",6242.64859742217,17511.4140812329,101980.191348446,143311.243179147,167500.877544954,29401.8390487969
"PHLr101",268387.507907632,833572.758029611,4334917.51947237,4013311.4066052,2548904.44710132,172862.650883869
"PHLr102",69237.8763226342,149495.138343872,553020.638542224,579781.646364077,450026.487532289,51244.6368949043
"PHLr103",69890.051112114,264741.707829798,1571224.36556767,1755184.35292356,1263779.76376364,256752.163803221
"PHLr104",59377.9751971158,252725.967365334,1253564.56028723,1357522.96994442,635252.353857933,96533.9203479604
"PHLr105",182297.269015986,604289.497238204,3842789.52465615,4022314.31623218,2429676.08794357,334685.714913909
"PHLr106",190257.649730971,862373.286788581,4474676.22642304,5494688.83537799,2807983.55301367,367847.418665748
"PHLr107",66661.3013741472,171125.089314944,934499.838888672,1016917.06321692,610815.854459131,62727.3467461903
"PHLr108",80553.2945925277,265559.157107771,1493526.50037987,2047394.04917702,1670271.36748848,209693.896254336
"PHLr109",148497.481890804,463766.170188618,2450164.25273177,2448593.52527882,1714141.5405199,199568.663390085
"PHLr110",164283.522758818,487457.397079437,2196646.65399249,2239132.1511273,1867444.59871761,207809.849324343
"PHLr111",68844.8553744785,232454.464302268,1144319.4834789,1308945.82563987,1219483.00412488,142130.386079604
"PHLr112",67549.3364291539,202245.323269579,1051536.29158431,1182088.87776364,846908.48807772,141563.419875598
"PHLr113",88283.8161990435,309506.032203306,1561200.12316981,1627598.96219827,1110520.85580695,180519.346422627
"PHLr114",449342.358426552,378840.225607194,1703606.07868084,1548584.14191901,843347.253554836,128661.865811566
"PHLr115",69228.4166102155,249955.454147984,1307336.69518023,1441910.06973275,1173638.55563587,145786.849692946
"PHLr116",40579.8674434949,108805.57069197,726195.098889488,847941.551252331,755858.144461384,130096.276261333
"PHLr117",4371.41402650879,60786.9400433978,555879.973516854,943898.54056865,954129.518976483,166852.075868106
"RWAr101",37500.4058910059,96497.7442331764,380976.428733999,426027.534739187,329635.361452884,34782.0019497484
"RWAr102",48312.8945654039,154781.63002099,892527.838288285,1019062.28406927,690883.544053441,20849.6390026131
"RWAr103",36232.2362370958,132850.869861541,745200.209230835,919147.337017501,780450.830446325,34868.1832067035
"RWAr104",32000.2235514019,95398.2526241848,557702.502513818,655805.472659026,452584.789724759,21281.38092681
"RWAr105",54064.8206047229,161403.474094752,936074.622696881,1100142.82256265,746704.409349097,28691.6566918942
"SENr101",63705.7975070528,97241.9516473378,372938.077547038,447826.51926702,1035168.02284599,1206604.05318556
"SENr102",5434.26563161072,13629.0461937972,39120.4602546222,70857.8238774137,176028.493414486,277877.42882807
"SENr103",2925.06685481276,6547.56469675607,57693.0201596505,138156.41707826,418710.027045523,978105.162164998
"SENr104",8847.45956077484,12142.3610089051,106040.734176321,244411.077305619,501850.341921369,677267.779027011
"SENr105",7196.34668390551,13742.6262270184,44438.3411008167,113999.222938211,226566.43730259,495556.963747458
"SENr106",4311.41268800483,3768.67817803693,35650.5732412062,108114.344223235,354353.564362208,1125890.92930731
"SENr107",10690.2342619754,13505.3672754861,69869.1620846971,193276.836874708,512849.111790914,1070933.06771222
"SENr108",1987.13320132315,3579.3863221426,50064.2638235884,122755.477486358,283343.486690041,457636.323576547
"SENr109",3863.67341096278,5993.15341750998,29219.3296920943,54732.7712490037,187814.166604029,473554.2244264
"SENr110",3815.45330959055,4754.81772800968,32915.4102378372,91380.1303094827,317714.729732516,746173.511682564
"SLEr101",2831.55769819726,8301.21150013476,75362.7751812271,179516.376466375,257023.17512344,68052.8122306253
"SLEr102",244.178687612239,4148.53223399693,34017.8483646031,86819.9441120385,168458.227481495,102449.754720255
"SLEr103",1545.6417335907,4614.72739927258,44994.1022865768,116027.04007423,167055.661194277,55747.5358120527
"SLEr104",3083.24287610738,10043.3836810416,68857.0575063859,159423.704589364,257838.767263792,153565.33998331
"SLEr105",1593.45348190179,6288.74214485923,63854.7508389802,132711.244315844,181391.550944259,115289.477974156
"SLEr106",4906.72051421663,10165.1575214227,108675.396385652,175561.332243595,176900.678875133,34605.3736599804
"SLEr107",5691.51889525652,15903.1200167481,115926.126486914,205841.616612807,261770.941027366,100750.083560909
"SLEr108",1654.58401812737,3984.89087958117,55045.2665042684,126339.180922643,203879.462259713,35912.6206156667
"SLEr109",2538.67602207983,13185.5156451274,110298.102988145,216447.428953813,246747.270038403,133862.567752431
"SLEr110",1603.57997715299,3814.98500923292,30498.8727715226,57587.4774995657,81740.2791658157,21953.9178767101
"SLEr111",2246.45700784677,7122.24503371696,66066.7493899275,105655.186985867,127221.661035113,52524.1130475285
"SLEr112",3374.7355704887,6027.67149181908,69367.8298278648,125981.928759177,116942.80878669,32582.1080639609
"SLEr113",6334.17303963896,15319.119593761,71863.1495319843,156884.518614004,186262.397755053,123991.244865559
"SLEr114",12864.3462199574,27542.8631069726,176568.295132498,250973.494161082,232456.823134684,164831.520544807
"ZAFr101",267560.617934663,890965.519575314,2573506.26473101,2064173.57163839,664492.888354211,18424.2297664024
"ZAFr102",376075.182360836,629278.983209064,1948159.08268706,1814547.39509446,1575588.61641504,479209.847233535
"ZAFr103",47780.550596989,121817.135241795,429542.7035004,320825.321341784,289138.891819458,52802.4134995742
"ZAFr104",159996.394474093,318554.053058575,1006034.24318223,780862.24473128,472754.840518757,100595.613035062
"ZAFr105",866869.742568461,1038888.77053184,2763493.21891481,2422219.2095702,2425332.07018185,1217377.29823285
"ZAFr106",409798.804981409,465566.855348532,1030139.10103242,927745.544714029,862131.032043739,155242.728879868
"ZAFr107",1033982.10037135,2109722.21036219,5135999.07266973,3196707.82091167,1684705.53771913,438537.697965927
"ZAFr108",291261.981972362,440936.930668013,1278498.24723618,1129757.04162978,1066313.57561296,246897.5068807
"ZAFr109",341758.406522992,510158.237897445,1725771.00977185,1630116.07664121,1392860.79818905,190979.416977461
"TJKr101",13429.4190235472,37121.6229334414,186206.351970284,267239.907366736,174944.613670521,39705.0850354702
"TJKr102",3621.42466760228,26452.1955672579,198160.758980947,795442.361453908,1225398.03577328,827888.420557
"TJKr103",17118.1012233656,70920.580428335,407529.192698431,971304.532190113,768073.750980235,233001.897479521
"TJKr104",4313.26733922346,32250.3298047388,273972.193156317,834829.243470108,1148478.20612902,475824.08110059
"TJKr105",1517.15601327834,7416.20678013046,57230.3286939648,91609.1288482504,67571.1551625689,11221.0507018071
"TZAr201",42871.1496376107,121652.664945708,678919.439075424,749680.410359827,752481.020593733,45315.8623876967
"TZAr202",64840.8735875792,149597.477534331,810466.338192444,1232811.39351695,1273542.76523996,99245.5609287309
"TZAr203",55366.8002020097,130435.31578337,606612.418618829,625815.520288716,428348.746802663,11801.1773044117
"TZAr204",45179.2087552706,113626.290003434,437505.144923403,794659.173440811,727803.554768617,238840.627108464
"TZAr205",85259.5320657498,131756.932337788,584431.840806895,856716.748613007,675712.343639803,229999.512536757
"TZAr206",35188.4910694688,68862.5728727805,292140.122024184,424500.573089341,386463.921365653,56885.0655785727
"TZAr207",142971.522256086,357432.044271881,1455525.66392264,1697433.84483756,1488971.92470996,329047.926001878
"TZAr208",18845.3545202566,53576.8233974656,282172.977556678,316864.131904368,238031.333302945,44896.206018287
"TZAr209",48332.3141199931,97890.079145592,412340.89484924,526174.199780526,279689.021405443,61894.6756992067
"TZAr210",25151.3913221697,102031.072965648,440907.169830116,552959.335227749,449409.843961808,7441.90569250968
"TZAr211",50026.49926054,120855.633078984,508632.728007249,697549.317113689,425468.37873066,25530.9548088784
"TZAr212",105104.201184797,173151.508869483,873077.035882003,957862.409853879,926479.74618513,127794.527024708
"TZAr213",15511.7163711815,51818.6355091113,282884.832591656,468828.665871665,663420.714497204,103885.485159183
"TZAr214",21933.6235588299,43333.3218417522,266419.833401995,485235.459385732,976725.830011447,907653.979800243
"TZAr215",29173.3649098271,60635.102136205,368440.40078597,536487.840770561,633479.540259826,215663.056137612
"TZAr216",16836.0369699854,63922.0168377335,376804.308745342,627867.654605765,1020845.38522619,337171.546614988
"TZAr217",30674.8552875157,80200.5444474738,347595.036583786,579539.205610305,1461739.15591956,1128131.07115136
"TZAr218",33328.7711757712,114882.646192618,559067.191787826,983984.515164911,929811.086748377,150715.405930497
"TZAr219",58571.9194323571,136775.377250286,636319.29527546,1086084.73990191,1945229.08851121,1414309.11562878
"TZAr220",11289.1918636556,35580.1419858081,277302.75182019,529563.332326413,829136.178209895,287649.996794039
"TZAr221",1686.35846125279,6953.2556137322,36892.5414430891,57349.199478921,87774.584569859,23237.2633331458
"TZAr222",1248.18878023699,3606.20962278161,27086.4457621768,38374.2085810622,41606.162240836,13667.9121129064
"TZAr223",7110.23714090298,15865.2210937488,109531.885651364,155585.962759547,311453.536647515,113005.849606922
"TZAr224",1464.73426623085,8973.23721102513,34005.4749358367,52097.0327440223,113188.066675828,21216.1996670566
"TZAr225",2400.27459158478,6485.53161340499,32419.6104675598,41045.9861631251,93629.7012549887,39347.5903093367
"TLSr101",575.69184539882,1192.60433734105,7231.67285870432,15701.1526720872,23946.2396096282,6135.2280268404
"TLSr102",857.552798395814,2999.63613871749,10480.5783081286,18819.8152283744,25536.6128756769,2517.97469070675
"TLSr103",1666.65071032899,4817.60389433254,19838.4869921957,37717.4449014381,46026.8867103913,8079.74369131339
"TLSr104",971.948731432592,3844.29198913248,19847.6005017989,31498.6075530843,35476.0810332287,6243.61678132305
"TLSr105",748.961989757963,3264.21604669702,16143.5375005567,26024.9240666328,18103.5529992541,369.405337101428
"TLSr106",1707.43381213626,4209.61626123941,37199.7647869162,74703.3282296603,109861.243483632,60510.3168264159
"TLSr107",1619.24822694275,5181.13471791856,26095.5016646893,41808.6065365727,51879.0770492561,2905.20370462056
"TLSr108",649.230165945247,1001.1788659475,11903.1294755267,22714.1456545747,26757.570564673,5836.5200233329
"TLSr109",1560.282230587,3316.63408441773,9960.03822061639,18156.8369510835,24670.2205294222,4142.0538438731
"TLSr110",296.147868800721,1100.91132943483,7317.94146546282,15455.2334541796,21402.2921466969,5114.16620542514
"TLSr111",459.812246121821,1221.30292125385,7451.06684168356,13989.8771549443,18941.9802357094,5626.03141028714
"TLSr112",1048.97721028304,3460.79085260194,14790.6082420785,26977.7722780811,18341.8715679611,960.139438994386
"TLSr113",1319.69552975035,3159.39412955299,12555.3043240563,24399.7385596517,27909.9423909077,6470.10079608099
"TGOr101",77451.3723788709,126283.966829323,507220.519389655,527069.565884244,405829.863569792,102780.290948115
"TGOr102",59985.338316691,82455.1656233295,357241.138843303,385683.17036504,352845.002946629,107931.510905008
"TGOr103",52870.280603032,79480.5341670675,356851.792288259,458167.171405514,446639.56013185,251106.964404277
"TGOr104",16132.6630509232,21006.9618592866,128912.569223229,187452.455869861,266533.296052899,145012.275843801
"TGOr105",23678.4264806747,38237.8029234834,159101.65807047,216155.027113338,288950.373619321,176588.275092712
"TGOr106",9200.2097867257,18816.7524980568,128874.227657832,239082.914212669,399103.17755441,265755.221290306
"UGAr101",202860.629354582,342757.810975123,1221408.42735465,1314299.77253065,1360030.19728126,255523.224503734
"UGAr102",147798.981440802,225479.249801224,805840.173486837,1086481.14527613,1255848.61066854,418199.624326473
"UGAr103",88793.0305809609,145370.35386308,514509.979964285,445812.954054987,334464.324382975,80930.5781537121
"UGAr104",111347.545501662,172254.962859816,794115.136088516,1146900.38396304,1570455.05289289,388296.669694078
"UGAr105",113980.940417288,197749.975773922,963566.551496964,1518188.32235257,2134685.67201502,635119.559944237
"UGAr106",102266.389029874,193132.268381893,953278.237274005,1424503.30987593,1911446.25745348,324471.847984822
"UGAr107",54865.379394099,113735.257374415,509691.995124388,877467.889046406,1053790.04971056,252668.87035013
"UGAr108",128944.932088063,206260.062449988,1125922.0941574,1500076.79030221,1631958.54134185,393122.272660489
"UGAr109",108262.28266274,250302.071795242,1202619.59860123,1602487.86609685,1252740.44028822,195463.028555723
"ZMBr101",21076.9620008442,67365.097618616,327977.363781135,549988.663069099,795120.573968337,258694.323561968
"ZMBr102",31157.6646270965,83684.5869304196,403809.163293551,684246.816226737,911908.686915938,232240.590006258
"ZMBr103",18308.3709079947,59112.2319367741,330868.335531214,599710.064581821,789022.677965891,140835.558076305
"ZMBr104",15382.6964710103,49015.2453469229,241088.311542086,407562.537307024,513684.275379486,44129.5689534706
"ZMBr105",55096.7977344047,111666.904042222,578325.490456162,806839.818225865,738779.303177475,160419.40136387
"ZMBr106",25267.6203596998,55789.3581273637,390684.647020359,666015.980386653,1045553.67681197,122020.316293954
"ZMBr107",11434.3684133662,28828.0773114724,137892.485310431,245261.061708727,369807.694523302,80157.4129327009
"ZMBr108",22590.2634362281,51197.1992927287,323170.760003538,559938.783554241,776131.780397591,247136.487315673
"ZMBr109",15629.2709765495,41485.7399261911,209683.61458551,328877.922208041,411290.535610944,44911.1296927654
"ZWEr101",48638.5917214635,104188.3417689,551754.878907415,634055.096513111,483820.877790454,86660.1312986562
"ZWEr102",21560.5266790379,49165.6381602878,379316.779455471,400128.155143497,362936.166533823,63437.7130278839
"ZWEr103",57483.8117238636,131275.996372544,443762.205283043,520651.677931391,280029.54719565,71393.6344935089
"ZWEr104",41788.4460565153,93230.7261917109,452782.252743198,599253.427670519,437592.458223642,66396.4721144139
"ZWEr105",21705.1638684544,39785.1053830209,240851.05270153,213373.888581618,238232.420273947,58974.5176914296
"ZWEr106",27822.9847365375,50433.609129108,209004.300402526,219148.205081191,188241.31175234,41027.7157982978
"ZWEr107",45044.2495820085,96903.8688896027,455448.563665671,546650.522823489,480564.268259992,129745.410779237
"ZWEr108",34424.3207894053,100400.05867266,466476.524615819,498553.219187729,449955.095598628,79788.4261357584
"ZWEr109",69774.274225351,147941.288303616,725259.057346958,822472.633768608,386719.257679162,38287.8936763042
"ZWEr110",23689.6152388289,58830.5661661034,213848.098962049,208046.0131523,128959.434134468,15039.0073462507
