"country","GDLCODE","X1","X2","X3","X4","X5","X6"
"Ireland","IRLr104",192897.009,497460.523,1074457.408,491971.216,60162.892,0
"Ireland","IRLr105",192897.009,497460.523,1074457.408,491971.216,60162.892,0
"Ireland","IRLr102",192897.009,497460.523,1074457.408,491971.216,60162.892,0
"Italy","ITAr101",744220.999,1469028.591,2337214.903,294365.419,0,0
"Italy","ITAr102",61596.082,116515.09,138463.967,53892.498,0,0
"Italy","ITAr104",845733.798,1662397.086,3875680.618,708172.534,106094.136,0
"Italy","ITAr113",328416.831,723804.906,1375445.425,411856.59,96863.901,0
"Italy","ITAr114",328416.831,723804.906,1375445.425,411856.59,96863.901,0
"Italy","ITAr115",421052.838,722683.468,2015220.143,738572.579,77222.915,0
"Italy","ITAr116",174192.649,506158.247,1173005.734,387740.822,38139.63,0
"Italy","ITAr103",353448.138,486959.853,930151.144,123763.814,0,0
"Italy","ITAr117",597062.884,1057608.409,2305965.449,429752.208,71276.621,0
"Italy","ITAr118",338366.593,995874.068,2005258.165,272643.46,33018.252,0
"Italy","ITAr119",64173.761,215664.648,605915.742,118155.23,9428.616,0
"Italy","ITAr120",235136.511,480779.272,831733.434,191733.196,0,0
"Italy","ITAr121",910031.053,1153641.768,2713911.949,416012.765,8816.109,0
"Italy","ITAr105",151823.199,265533.878,568126.077,270318.776,0,0
"Italy","ITAr106",90433.528,214065.685,825257.611,14247.405,0,0
"Italy","ITAr107",471650.557,846753.7,2804637.803,1543180.992,86338.785,0
"Italy","ITAr108",326444.191,720431.21,2300113.544,336177.612,0,0
"Italy","ITAr109",273257.149,398995.77,1009428.307,51354.666,0,0
"Italy","ITAr110",293505.856,381548.163,1123732.218,407869.136,0,0
"Italy","ITAr111",396927.682,632127.733,1920441.584,597160.882,35994.94,0
"Italy","ITAr112",130293.385,350985.302,875421.305,185300.636,23380.224,0
"Japan","JPNr101",638009.08,2581175.51,2110898.09,132894.16,79390,0
"Japan","JPNr102",1590316.29,3572778.71,3758658.39,1432482.57,68011.86,0
"Japan","JPNr103",6676710.39,11377128.48,17840640.14,3476338.89,530659.81,0
"Japan","JPNr104",6676710.39,11377128.48,17840640.14,3476338.89,530659.81,0
"Japan","JPNr105",2793207.92,6634493.7,9677302.61,3652287.98,691442.77,0
"Japan","JPNr106",2793207.92,6634493.7,9677302.61,3652287.98,691442.77,0
"Japan","JPNr107",2163843.46,5572731.5,10616871.65,1898971.99,300451.27,0
"Japan","JPNr108",825209.16,1729026.24,3878031.1,607850.9,47422.27,0
"Japan","JPNr109",653196,1910405.49,1800231.67,345099.35,0,0
"Japan","JPNr110",2266215.47,4620166.31,6299045.83,1339618.07,415008.51,0
"Lithuania","LTUr101",24987.9253,39311.2546,56060.8051,20152.27,3396.3821,0
"Lithuania","LTUr102",105682.088,144831.4058,243003.2772,55331.1976,24985.3209,0
"Lithuania","LTUr103",55457.9637,75544.1163,142933.4444,46264.4469,5467.5721,252.7144
"Lithuania","LTUr104",18562.8375,40326.549,59736.3346,16908.2967,14141.0288,0
"Lithuania","LTUr105",44606.7035,52179.2432,114078.0499,21063.7017,0,0
"Lithuania","LTUr106",46512.9998,77406.3433,129831.076,15914.3906,3732.4929,0
"Lithuania","LTUr107",19486.554,35317.6999,34662.9259,12138.8005,0,0
"Lithuania","LTUr108",19880.8142,32852.1483,59991.0537,24916.2535,3602.2453,0
"Lithuania","LTUr109",31105.2464,42154.3851,50215.5239,14268.2167,0,0
"Lithuania","LTUr110",142068.6431,202429.3881,360864.8558,83213.6426,16989.1714,0
"Mexico","MEXr101",23040.897,100511.304,519136.707,445568.581,168981.611,15943.836
"Mexico","MEXr102",132438.059,392194.311,1511602.909,1005944.806,340144.852,68180.692
"Mexico","MEXr103",29900.454,63366.476,335953.958,244589.065,70727.096,4910.421
"Mexico","MEXr104",23756.416,65146.253,383489.838,278021.013,120237.166,25764.678
"Mexico","MEXr105",86995.621,240221.796,1150136.809,1099785.955,366238.227,0
"Mexico","MEXr106",27707.801,80120.03,297607.58,218372.428,72126.065,17006.09
"Mexico","MEXr107",66834.836,383375.596,1582460.282,1731385.329,1200466.618,215498.328
"Mexico","MEXr108",137802.443,368449.921,1572180.466,1193824.523,351917.837,52260.908
"Mexico","MEXr109",376732.498,1013685.233,3923518.452,2447599.271,877871.009,178549.917
"Mexico","MEXr110",53796.166,147893.859,664974.202,610785.202,257993.511,20344.174
"Mexico","MEXr111",119309.197,499894.872,1949780.806,2096438.04,987901.515,124750.745
"Mexico","MEXr112",77322.092,255594.42,1252277.571,1065382.945,817660.231,79126.922
"Mexico","MEXr113",67721.718,305855.083,1200471.629,966252.572,274269.051,38473.648
"Mexico","MEXr114",164666.454,631199.525,3153802.97,2647880.306,1145913.847,116820.916
"Mexico","MEXr115",305522.377,1294717.637,6170464.9,6034162.641,2705337.24,184597.752
"Mexico","MEXr116",93245.886,373033.648,1765091.861,1515291.737,726791.39,97459.828
"Mexico","MEXr117",62587.823,169810.37,900551.141,508454.036,256977.355,0
"Mexico","MEXr118",30954.692,122522.015,559104.526,385292.664,108358.958,0
"Mexico","MEXr119",128494.69,450379.792,2324334.68,1576192.981,527564.592,27814.027
"Mexico","MEXr120",50376.909,328513.167,1389795.41,1351447.028,783392.508,67647.561
"Mexico","MEXr121",146909.77,428970.357,2187534.364,2273372.529,1012688.117,82178.398
"Mexico","MEXr122",56581.076,150848.128,767635.068,666073.535,294700.41,49132.268
"Mexico","MEXr123",50797.803,134094.574,623083.301,484981.222,250335.259,0
"Mexico","MEXr124",63426.603,223251.783,1046468.806,924876.764,453073.508,16005.968
"Mexico","MEXr125",86078.675,311340.724,1196995.252,1038515.928,305358.028,19224.799
"Mexico","MEXr126",104092.905,299828.293,1239861.221,917525.163,310155.208,33813.759
"Mexico","MEXr127",54228.082,201986.654,1019664.923,785951.94,270581.225,29190.949
"Mexico","MEXr128",113994.919,394012.169,1431283.456,1252838.762,263670.559,40443.829
"Mexico","MEXr129",17309.735,79973.719,417956.984,517471.172,201504.631,18652.584
"Mexico","MEXr130",250540.695,848246.14,3310806.16,2404570.957,1043803.149,163226.397
"Mexico","MEXr131",54570.81,184756.088,812992.324,644733.247,358202.173,42251.666
"Mexico","MEXr132",63597.967,194386.525,679432.886,432975.857,188067.114,7110.089
"Paraguay","PRYr105",52029.26,172464.69,896032.42,834877.54,472441.06,67439
"Paraguay","PRYr101",24842.42,72422.89,430197.54,414944.83,218091.8,50861.05
"Paraguay","PRYr104",21428.81,61238.9,271585.32,199956.58,104996.68,17056.03
"Paraguay","PRYr102",33734,108613.32,575727.43,521047.71,249979.48,27478.89
"Paraguay","PRYr103",16678.97,51363.14,288907.4,243780.37,135553.12,18844.35
"Poland","POLr101",241922.758,501500.891,1184532.281,550080.216,104308.047,10900.706
"Poland","POLr102",528414.658,1033042.939,2690917.276,1080885.638,229301.246,0
"Poland","POLr103",278059.696,533986.901,1352468.912,851182.115,218275.757,15007.244
"Poland","POLr104",381298.025,954280.818,2283634.82,772159.861,97095.252,10270.498
"Poland","POLr105",151193.485,355805.434,952098.866,504194.054,140753.673,0
"Poland","POLr106",122497.023,284526.306,811633,662676.563,212218.467,18307.973
"Poland","POLr107",89647.732,226132.094,490450.999,348348.102,103200.844,12035.583
"Poland","POLr108",120688.163,205334.486,474583.099,309138.871,23853.8,4895.493
"Poland","POLr109",239200.161,539451.72,1445446.555,965797.895,326432.222,5883.951
"Poland","POLr110",156478.675,345890.167,752880.035,261912.794,65208.253,5139.023
"Poland","POLr111",75980.653,194513.028,477932.383,191726.026,61015.171,0
"Poland","POLr112",285669.233,616442.215,1291522.171,498644.201,154419.745,16529.554
"Poland","POLr113",87448.42,175806.553,396311.811,247468.586,51045.311,6956.436
"Poland","POLr114",178159.832,344189.486,883832.658,473086.199,95219.975,0
"Poland","POLr115",132165.49,262541.744,589229.068,263811.72,72862.32,0
"Poland","POLr116",200520.002,428521.586,985737.615,499252.018,164917.672,0
"Russia","RUSr107",1917791.011,4345832.533,9073064.242,2579469.951,200757.189,0
"Russia","RUSr103",1453290.897,3474167.985,7341870.941,3480705.468,370729.459,0
"Russia","RUSr108",796284.202,1781063.164,3319884.27,1079366.384,124836.382,5972.426
"Russia","RUSr104",407703.51,1049808.124,3278838.953,3877232.005,814712.32,24280.394
"Russia","RUSr102",2263563.489,4471485.726,7850852.779,2226526.708,103223.034,0
"Russia","RUSr101",4552515.978,8703205.705,18354938.955,6281964.257,331814.447,0
"Russia","RUSr105",2686495.519,6051277.463,12834800.012,4333795.949,297729.751,0
"Russia","RUSr106",1290809.944,2925429.517,6037679.584,1766567.807,176334.901,0
"Serbia","SRBr101",165238.122,313545.057,766376.856,300265.594,34776.093,0
"Serbia","SRBr102",217447.357,376117.431,736286.506,330277.452,74604.177,7580.917
"Serbia","SRBr103",160879.896,361428.425,674870.839,520240.719,169492.352,36001.397
"Serbia","SRBr104",118925.177,287334.512,570808.794,395272.501,124076.809,13495.829
"Slovakia","SVKr101",59869.711,149556.667,315487.707,73937.11,9390.096,0
"Slovakia","SVKr102",152941.088,308602.154,996800.086,270900.411,37751.645,1122.105
"Slovakia","SVKr103",111261.924,208664.273,652871.526,253416.599,73040.906,2435.187
"Slovakia","SVKr104",83786.919,263150.629,705643.201,373343.629,128498.125,14991.43
"SouthAfrica","ZAFr101",449132.07,868519.2,2324294.85,1500528.23,1034899.21,275003.42
"SouthAfrica","ZAFr102",651058.27,667336.08,1676186.84,1835082.33,1784598.88,396749.22
"SouthAfrica","ZAFr103",152879.14,160144.46,351958.77,301550.55,244042.48,38949.09
"SouthAfrica","ZAFr104",271862.73,325763.83,1019303.72,776956.84,419218.26,91352.27
"SouthAfrica","ZAFr105",1047638.59,920885.24,2597605.47,2162947.95,2991627.18,1628262.46
"SouthAfrica","ZAFr106",438661.13,221342.65,771191.26,707930.44,626352.79,172326.12
"SouthAfrica","ZAFr107",1886209.81,1817330.04,4769457.26,2946852.07,1697454.91,542330.44
"SouthAfrica","ZAFr108",415227.9,315754.02,1264113.27,881717.92,795289.15,468970.49
"SouthAfrica","ZAFr109",266429.79,371385.8,1234200.6,1657160.39,1309041.86,388008.83
"Spain","ESPr101",280580.629,675983.511,1383401.958,338248.515,11861.639,4386.889
"Spain","ESPr102",136804.573,310266.527,510627.084,66830.038,0,0
"Spain","ESPr103",67200.164,148066.63,306122.308,50671.24,1935.391,3037.24
"Spain","ESPr104",248398.406,580188.245,1135272.532,182725.902,0,0
"Spain","ESPr105",69465.484,153229.321,321749.988,85240.725,0,0
"Spain","ESPr106",36984.032,81256.273,158027.227,29323.016,2813.567,0
"Spain","ESPr107",147812.102,338232.442,675301.572,133345.248,0,0
"Spain","ESPr108",667902.33,1560430.387,3386260.736,683175.966,83664.095,0
"Spain","ESPr109",301224.805,661698.694,1218892.96,200465.162,6631.945,0
"Spain","ESPr110",189257.933,463555.973,1134060.326,174659.926,42113.897,0
"Spain","ESPr111",112613.209,258878.618,588112.688,109168.303,0,0
"Spain","ESPr112",760623.166,1879300.017,3914660.529,697960.807,111795.156,0
"Spain","ESPr113",522824.713,1225521.922,2668582.402,436355.24,50508.552,0
"Spain","ESPr114",107780.201,279160.108,600028.762,117198.466,35001.559,0
"Spain","ESPr115",755908.405,1829578.86,4592819.551,1150629.663,36810.075,0
"Spain","ESPr116",114747.63,306983.731,812146.733,191315.096,35178.107,5467.297
"Spain","ESPr117",4152.998,17287.904,41790.445,22256.113,1268.718,0
"Spain","ESPr118",5078.119,6689.751,33964.397,27405.983,4996.973,3317.943
"Spain","ESPr119",197817.66,461548.203,1152271.716,264158.257,37366.689,0
"Switzerland","CHEr101",265112.316,420072.589,636138.003,205792.984,30017.006,0
"Switzerland","CHEr102",318374.169,560517.738,657121.846,251743.996,23106.101,0
"Switzerland","CHEr103",186818.537,351478.885,423438.826,145096.186,11720.107,0
"Switzerland","CHEr104",256607.277,498287.96,564510.691,116410.297,14127.399,0
"Switzerland","CHEr105",178293.227,366647.75,462128.292,118404.454,12613.023,0
"Switzerland","CHEr106",115424.869,231894.769,300788.892,112112.731,15342.529,0
"Switzerland","CHEr107",70206.294,86770.772,154705.308,32526.741,1509.436,0
"UnitedStates","USAr120",193564.814,492048.023,475056.872,162249.179,17666.049,0
"UnitedStates","USAr130",123229.225,385142.922,553375.727,196917.001,24310.47,6594.701
"UnitedStates","USAr146",82309.662,203881.488,236141.687,74417.635,10010.471,2193.589
"UnitedStates","USAr122",765176.937,1771809.32,3006162.814,1063185.768,121424.846,14523.105
"UnitedStates","USAr140",163558.837,310211.601,411743.651,129397.049,29614.557,0
"UnitedStates","USAr107",385771.341,954914.438,1679522.494,445925.044,101947.755,0
"UnitedStates","USAr133",2515904.328,4959318.866,8031225.788,3393926.673,690747.799,54012.535
"UnitedStates","USAr131",946724.62,2091627.819,3788874.914,1623172.279,455292.953,24238.636
"UnitedStates","USAr139",1501796.214,3794206.616,5051492.489,1958906.789,272257.206,0
"UnitedStates","USAr136",1385468.032,3293176.653,4281022.757,1988651.843,455291.373,20864.054
"UnitedStates","USAr115",821629.832,1757667.133,2557018.421,1141599.703,205843.11,23986.544
"UnitedStates","USAr114",1630906.014,3419222.265,4642686.089,2495859.632,488327.981,0
"UnitedStates","USAr123",1207852.465,3048781.285,3856028.371,1527978.188,191102.63,0
"UnitedStates","USAr150",771267.705,1770255.481,2087446.883,851650.933,220222.056,16867.926
"UnitedStates","USAr124",634788.705,1621320.99,2194707.996,827126.078,171758.867,0
"UnitedStates","USAr116",369540.305,972279.145,1240414.926,386456.141,126736.934,0
"UnitedStates","USAr126",693906.796,1654574.113,2620686.734,861787.239,111567.286,0
"UnitedStates","USAr135",109826.239,228589.5,283533.116,115398.401,21280.53,0
"UnitedStates","USAr142",118453.867,249377.468,283078.072,143115.039,50181.23,0
"UnitedStates","USAr128",203197.688,517061.617,686447.718,350413.617,83597.626,6821.447
"UnitedStates","USAr117",334699.528,834252.318,1082964.16,502783.422,92311.981,0
"UnitedStates","USAr108",126219.258,292698.863,363918.624,133716.084,35023.225,4171.205
"UnitedStates","USAr121",602250.989,1463563.261,2514557.012,1180102.63,116444.605,0
"UnitedStates","USAr109",140250.072,206723.63,248814.893,63314.001,12463.273,2389.48
"UnitedStates","USAr147",965852.998,2093401.242,3462635.139,1292911.901,350153.604,0
"UnitedStates","USAr149",218899.485,558197.304,735342.995,233118.057,45855.734,6070.764
"UnitedStates","USAr134",1121923.672,2933791.328,4030974.631,1560448.68,225879.665,0
"UnitedStates","USAr141",596309.182,1536158.413,1797761.256,721030.473,135900.201,0
"UnitedStates","USAr111",1150596.016,2646180.847,4208529.746,1697945.488,383646.655,0
"UnitedStates","USAr110",2607855.946,5861938.01,7804878.938,2976029.441,742984.841,30663.602
"UnitedStates","USAr118",615814.438,1228596.985,1749448.439,634558.978,129377.095,18403.9
"UnitedStates","USAr143",801730.636,2002810.174,2599390.811,982913.013,198299.154,13554.517
"UnitedStates","USAr101",582003.552,1439067.873,1929577.311,777629.248,94860.964,0
"UnitedStates","USAr125",319490.732,823664.179,1154812.049,524423.035,117747.522,0
"UnitedStates","USAr104",339708.934,840686.336,1201776.611,499338.686,65555.59,0
"UnitedStates","USAr119",538319.452,1271416.257,1988864.046,703848.453,81315.069,11728.623
"UnitedStates","USAr137",480024.68,1106184.447,1480407.482,657269.421,140977.681,31000.471
"UnitedStates","USAr144",2507984.876,6699203.705,11232996.686,5480008.466,1352426.023,54759.898
"UnitedStates","USAr127",132221.087,334900.879,360334.68,159912.34,24186.905,5757.54
"UnitedStates","USAr113",171904.587,468494.118,600492.369,330472.712,68788.612,10277.736
"UnitedStates","USAr151",73744.448,177114.844,211199.367,88780.938,21976.792,0
"UnitedStates","USAr106",724441.702,1459606.321,2142898.963,881230.662,194255.396,0
"UnitedStates","USAr132",228883.36,592774.158,737356.838,398968.364,78245.13,0
"UnitedStates","USAr103",721326.734,1912866.617,2504806.074,1295194.099,282181.539,0
"UnitedStates","USAr145",197898.212,643217.552,971519.689,935759.003,239879.733,10799.943
"UnitedStates","USAr129",340240.853,775054.431,1015470.863,553552.263,163536.693,0
"UnitedStates","USAr148",745305.486,2041061.16,2704265.116,1431298.601,251327.238,0
"UnitedStates","USAr138",451400.346,1248349.642,1579380.618,570405.836,159220.949,0
"UnitedStates","USAr105",3409427.399,9030593.423,15520664.184,8430869.191,2269492.067,182136.583
"UnitedStates","USAr102",63999.371,177443.862,274950.397,132184.48,56285.451,0
"UnitedStates","USAr112",108289.405,296796.103,554246.785,245669.079,135087.555,37832.751
"Uruguay","URYr101",112648,299896,664586,238494,59030,4005
"Uruguay","URYr102",20051,56546,155252,68391,20807,1960
"Uruguay","URYr103",55413,158194,419306,146620,41636,1650
"Uruguay","URYr104",22404,64808,162961,61145,13702,2264
"Uruguay","URYr105",9613,28384,69837,34374,7984,1754
"Uruguay","URYr106",11173,34144,76874,27175,6069,0
"Uruguay","URYr107",14028,52372,137663,75552,25223,2087
"Vietnam","VNMr101",379602.79,2127682.53,9386288.36,7414723.64,1088334.51,20784.3
"Vietnam","VNMr102",135703.6,802394.6,6270848.97,4247907.15,1626955.85,32172.2
"Vietnam","VNMr103",308667.71,1516082.58,8026053.52,6321548.9,1710769.22,27661.05
"Vietnam","VNMr104",55871.25,284268.48,2333580.03,2305868.96,595675.89,10991.8
"Vietnam","VNMr105",337096.95,1496029.46,8600167.91,5158588.36,1753646.15,57093.56
"Vietnam","VNMr106",228320.22,1362567.43,8585723.23,5795134.67,1494102.97,21533.49
"Sweden","SWEr101",488693.7691,643317.3225,889030.402,183758.7605,8763.0602,0
"Sweden","SWEr102",382829.654,539145.0666,604535.663,104197.8194,3583.5472,0
"Sweden","SWEr103",181205.1748,279150.6554,288594.8701,70407.9923,27443.7163,0
"Sweden","SWEr104",261284.9173,451864.6223,567904.5041,154977.8546,22533.1936,0
"Sweden","SWEr105",415379.6541,644827.1288,657756.6327,211165.6251,33297.8894,0
"Sweden","SWEr106",176518.8016,304960.2168,268764.4098,81027.2878,3159.1754,0
"Sweden","SWEr107",77439.2462,148496.1643,124964.9737,25461.7217,504.3792,0
"Sweden","SWEr108",105265.3146,181920.0677,153528.8885,63368.8077,8874.4784,0
"UnitedKingdom","GBRr101",377602.82,829097.71,1048980.25,285735.2,42882.5,0
"UnitedKingdom","GBRr102",1002069.04,2139318.6,2821482.96,937849.89,143971.62,0
"UnitedKingdom","GBRr103",655599.9,1717468.02,2172384.06,696810.86,45527.94,0
"UnitedKingdom","GBRr104",527239.66,1539716.29,2022549.04,448194.85,48746.9,0
"UnitedKingdom","GBRr105",682868.01,1648100.12,2467003.44,714846.47,109142.53,0
"UnitedKingdom","GBRr106",685915.82,1922484.87,2573381.43,715339.92,79529.26,0
"UnitedKingdom","GBRr107",1010988.26,2227579.9,4096172.12,1051272.36,170321.89,0
"UnitedKingdom","GBRr108",1036254.53,2707958.39,3908493.25,973551.77,141705.53,0
"UnitedKingdom","GBRr109",635970.81,1924991.18,2233631.47,509075.93,44088.61,0
"UnitedKingdom","GBRr110",409353.07,969178.74,1325452.92,302427.58,34384.67,0
"UnitedKingdom","GBRr111",817454.99,1809588.87,2130671.63,470549.44,33058.45,0
"UnitedKingdom","GBRr112",152876.82,544909.94,825106.03,285007.53,23155.33,0
"Australia","AUSr101",964347.48,2399361.63,2170742.12,346115.99,0,0
"Australia","AUSr102",776051.24,1939692.08,1697160.31,252382.72,0,0
"Australia","AUSr103",592944.69,1666188.29,1124543.91,171142.31,0,0
"Australia","AUSr104",275524.3,644521.11,375786.35,87715.98,0,0
"Australia","AUSr105",314631.77,839358.84,552918.84,216482.16,0,0
"Australia","AUSr106",84926.78,198993.09,128011.51,10815.27,0,0
"Australia","AUSr107",66993.72,197481.68,147756.57,13217.88,0,0
"Australia","AUSr108",66993.72,197481.68,147756.57,13217.88,0,0
