iso_code,GDLCODE,Nr_individuals,Nr_households,Data_Availability
DOM,DOMr104,650262,180958,LIS: survey + marginals (38)
DOM,DOMr105,390247,101717,LIS: survey + marginals (38)
DOM,DOMr106,1059513,300688,LIS: survey + marginals (38)
DOM,DOMr107,568083,147948,LIS: survey + marginals (38)
DOM,DOMr108,500848,144018,LIS: survey + marginals (38)
DOM,DOMr109,751370,197259,LIS: survey + marginals (38)
DZA,DZAr101,13431956,3653456,No data (105)
DZA,DZAr102,5636545,1516116,No data (105)
DZA,DZAr103,6069660,1544436,No data (105)
DZA,DZAr104,2754742,679304,No data (105)
DZA,DZAr105,5600944,1459002,No data (105)
DZA,DZAr106,2254770,566310,No data (105)
DZA,DZAr107,3979537,1021906,No data (105)
ECU,ECUr101,7462837,1927815,IPUMS: marginals (5)
ECU,ECUr102,5420773,1430857,IPUMS: marginals (5)
ECU,ECUr103,1332228,321529,IPUMS: marginals (5)
ECU,ECUr104,-99,-99,IPUMS: marginals (5)
EGY,EGYr101,8249009,2124910,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr102,4114589,1071580,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr103,379926,98016,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr104,80096,19745,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr105,1512678,395538,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr106,6449662,1646931,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr107,7443583,1774619,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr108,4312124,1069920,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr109,3451344,821916,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr110,5410966,1352951,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr111,3990711,944024,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr112,7202462,1693077,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr113,713588,173633,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr114,8629872,2222513,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr115,2980656,665171,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr116,2972316,684066,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr117,4985485,1118416,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr118,4652364,1020708,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr119,4536943,1021209,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr120,4111077,901563,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr121,1557439,364874,LIS: survey and IPUMS/DHS: survey + marginals (1)
EGY,EGYr122,812182,187485,LIS: survey and IPUMS/DHS: survey + marginals (1)
ERI,ERIr101,100030,19841,No data (105)
ERI,ERIr102,763567,176091,No data (105)
ERI,ERIr103,410478,80270,No data (105)
ERI,ERIr104,441968,86355,No data (105)
ERI,ERIr105,599552,116742,No data (105)
ERI,ERIr106,985078,191890,No data (105)
ESP,ESPr101,2726824,1109693,LIS: survey + marginals (38)
ESP,ESPr102,1044869,466218,LIS: survey + marginals (38)
ESP,ESPr103,583914,245807,LIS: survey + marginals (38)
ESP,ESPr104,2165049,921186,LIS: survey + marginals (38)
ESP,ESPr105,636993,260046,LIS: survey + marginals (38)
ESP,ESPr106,312975,132486,LIS: survey + marginals (38)
ESP,ESPr107,1322906,555864,LIS: survey + marginals (38)
ESP,ESPr108,6406134,2603418,LIS: survey + marginals (38)
ESP,ESPr109,2466018,1068580,LIS: survey + marginals (38)
ESP,ESPr110,2055693,822648,LIS: survey + marginals (38)
ESP,ESPr111,1087864,446349,LIS: survey + marginals (38)
ESP,ESPr112,7401889,3019705,LIS: survey + marginals (38)
ESP,ESPr113,4935060,2024597,LIS: survey + marginals (38)
ESP,ESPr114,1131047,451738,LIS: survey + marginals (38)
ESP,ESPr115,8404984,3269793,LIS: survey + marginals (38)
ESP,ESPr116,1465038,556140,LIS: survey + marginals (38)
ESP,ESPr119,2129132,835893,LIS: survey + marginals (38)
ESP,ESPr120,-99,-99,LIS: survey + marginals (38)
EST,ESTr101,577098,259767,LIS: survey + marginals (38)
EST,ESTr102,123979,57099,LIS: survey + marginals (38)
EST,ESTr103,148234,70848,LIS: survey + marginals (38)
EST,ESTr104,147023,69515,LIS: survey + marginals (38)
EST,ESTr105,320050,150757,LIS: survey + marginals (38)
ETH,ETHr101,6088877,1417966,IPUMS/DHS: survey + marginals (24)
ETH,ETHr102,826854,153997,IPUMS/DHS: survey + marginals (24)
ETH,ETHr103,22447100,5169898,IPUMS/DHS: survey + marginals (24)
ETH,ETHr104,37072961,7820409,IPUMS/DHS: survey + marginals (24)
ETH,ETHr105,3069116,644579,IPUMS/DHS: survey + marginals (24)
ETH,ETHr106,991880,226700,IPUMS/DHS: survey + marginals (24)
ETH,ETHr107,20117724,4313697,IPUMS/DHS: survey + marginals (24)
ETH,ETHr108,283025,61986,IPUMS/DHS: survey + marginals (24)
ETH,ETHr109,232378,58752,IPUMS/DHS: survey + marginals (24)
ETH,ETHr110,3517217,849210,IPUMS/DHS: survey + marginals (24)
ETH,ETHr111,449170,107218,IPUMS/DHS: survey + marginals (24)
FIN,FINr101,1377791,682921,LIS: survey + marginals (38)
FIN,FINr102,1611214,803478,LIS: survey + marginals (38)
FIN,FINr103,1161049,586426,LIS: survey + marginals (38)
FIN,FINr104,1299239,627335,LIS: survey + marginals (38)
ALA,FINr105,28951,13496,No data (105)
FJI,FJIr101,-99,-99,No data (105)
FJI,FJIr102,-99,-99,No data (105)
FJI,FJIr103,-99,-99,No data (105)
FJI,FJIr104,-99,-99,No data (105)
FJI,FJIr105,-99,-99,No data (105)
FJI,FJIr106,-99,-99,No data (105)
FJI,FJIr107,-99,-99,No data (105)
FJI,FJIr108,-99,-99,No data (105)
FJI,FJIr109,-99,-99,No data (105)
FJI,FJIr110,-99,-99,No data (105)
FRA,FRAr101,12099971,5118629,LIS: survey + marginals (38)
FRA,FRAr102,1336216,630144,LIS: survey + marginals (38)
FRA,FRAr103,1932241,809737,LIS: survey + marginals (38)
FRA,FRAr104,1858981,833630,LIS: survey + marginals (38)
FRA,FRAr105,2578091,1158137,LIS: survey + marginals (38)
FRA,FRAr106,1478094,670168,LIS: survey + marginals (38)
FRA,FRAr107,1639922,775831,LIS: survey + marginals (38)
FRA,FRAr108,4075840,1817692,LIS: survey + marginals (38)
FRA,FRAr109,2340081,1087235,LIS: survey + marginals (38)
FRA,FRAr110,1882109,863066,LIS: survey + marginals (38)
FRA,FRAr111,1179980,541559,LIS: survey + marginals (38)
FRA,FRAr112,3728067,1671353,LIS: survey + marginals (38)
FRA,FRAr113,3300060,1550276,LIS: survey + marginals (38)
FRA,FRAr114,1805096,870122,LIS: survey + marginals (38)
FRA,FRAr115,3381693,1597508,LIS: survey + marginals (38)
FRA,FRAr116,3008118,1380642,LIS: survey + marginals (38)
FRA,FRAr117,737002,356207,LIS: survey + marginals (38)
FRA,FRAr118,6533546,2931706,LIS: survey + marginals (38)
FRA,FRAr119,1363235,668861,LIS: survey + marginals (38)
FRA,FRAr120,2782803,1311081,LIS: survey + marginals (38)
FRA,FRAr121,5015165,2308695,LIS: survey + marginals (38)
FRA,FRAr122,328913,162256,LIS: survey + marginals (38)
GUF,FRAr127,-99,-99,No data (105)
REU,FRAr128,-99,-99,No data (105)
MYT,FRAr129,-99,-99,No data (105)
FSM,FSMt,108890,25127,No data (105)
GAB,GABr101,212731,47804,No data (105)
GAB,GABr102,179582,40096,No data (105)
GAB,GABr103,63301,13738,No data (105)
GAB,GABr104,121243,25412,No data (105)
GAB,GABr105,52610,11083,No data (105)
GAB,GABr106,70150,14536,No data (105)
GAB,GABr107,71016,14815,No data (105)
GAB,GABr108,23046,4956,No data (105)
GAB,GABr109,108960,23031,No data (105)
GBR,GBRr101,2635341,1181737,LIS: survey + marginals (38)
GBR,GBRr102,7181696,3157928,LIS: survey + marginals (38)
GBR,GBRr103,5406735,2338045,LIS: survey + marginals (38)
GBR,GBRr104,4669380,2011961,LIS: survey + marginals (38)
GBR,GBRr105,5752581,2432747,LIS: survey + marginals (38)
GBR,GBRr106,6066916,2582289,LIS: survey + marginals (38)
GBR,GBRr107,8637689,3578769,LIS: survey + marginals (38)
GBR,GBRr108,8943953,3802161,LIS: survey + marginals (38)
GBR,GBRr109,5462158,2399190,LIS: survey + marginals (38)
GBR,GBRr110,3121017,1377906,LIS: survey + marginals (38)
GBR,GBRr111,5375307,2486195,LIS: survey + marginals (38)
GBR,GBRr112,1853688,732980,LIS: survey + marginals (38)
GEO,GEOr101,-99,-99,LIS: survey + marginals (38)
GEO,GEOr102,361871,86848,LIS: survey + marginals (38)
GEO,GEOr103,108013,33706,LIS: survey + marginals (38)
GEO,GEOr104,547121,168963,LIS: survey + marginals (38)
GEO,GEOr105,284076,85046,LIS: survey + marginals (38)
GEO,GEOr106,420242,120990,LIS: survey + marginals (38)
GEO,GEOr107,94746,32092,LIS: survey + marginals (38)
GEO,GEOr108,317779,91684,LIS: survey + marginals (38)
GEO,GEOr109,149934,43716,LIS: survey + marginals (38)
GEO,GEOr110,262004,84232,LIS: survey + marginals (38)
GEO,GEOr111,1179951,344157,LIS: survey + marginals (38)
GHA,GHAr101,2751055,661248,IPUMS/DHS: survey + marginals (24)
GHA,GHAr102,2629996,655860,IPUMS/DHS: survey + marginals (24)
GHA,GHAr103,4353658,1160731,IPUMS/DHS: survey + marginals (24)
GHA,GHAr104,2288972,548224,IPUMS/DHS: survey + marginals (24)
GHA,GHAr105,2904663,715811,IPUMS/DHS: survey + marginals (24)
GHA,GHAr106,5510290,1334168,IPUMS/DHS: survey + marginals (24)
GHA,GHAr107,2459998,536019,IPUMS/DHS: survey + marginals (24)
GHA,GHAr108,2768972,381603,IPUMS/DHS: survey + marginals (24)
GHA,GHAr109,742518,124482,IPUMS/DHS: survey + marginals (24)
GHA,GHAr110,1084737,192981,IPUMS/DHS: survey + marginals (24)
GIB,GIBt,-99,-99,No data (105)
GIN,GINr101,1210374,169692,IPUMS/DHS: survey + marginals (24)
GIN,GINr102,1888404,271784,IPUMS/DHS: survey + marginals (24)
GIN,GINr103,1064202,144660,IPUMS/DHS: survey + marginals (24)
GIN,GINr104,1627008,178312,IPUMS/DHS: survey + marginals (24)
GIN,GINr105,1675289,244186,IPUMS/DHS: survey + marginals (24)
GIN,GINr106,1075649,179420,IPUMS/DHS: survey + marginals (24)
GIN,GINr107,875853,165161,IPUMS/DHS: survey + marginals (24)
GIN,GINr108,1907822,286014,IPUMS/DHS: survey + marginals (24)
GMB,GMBr101,34460,7319,No data (105)
GMB,GMBr102,409771,84751,No data (105)
GMB,GMBr103,766842,153232,No data (105)
GMB,GMBr104,100527,19033,No data (105)
GMB,GMBr105,236568,44384,No data (105)
GMB,GMBr106,114363,21832,No data (105)
GMB,GMBr107,156152,29640,No data (105)
GMB,GMBr108,267529,50155,No data (105)
GNB,GNBr101,117182,22249,No data (105)
GNB,GNBr102,66770,12708,No data (105)
GNB,GNBr103,289684,53937,No data (105)
GNB,GNBr104,123940,24510,No data (105)
GNB,GNBr105,38088,7366,No data (105)
GNB,GNBr106,192755,36289,No data (105)
GNB,GNBr107,199479,37325,No data (105)
GNB,GNBr108,174936,33076,No data (105)
GNB,GNBr109,534381,110374,No data (105)
GNQ,GNQr101,248289,64814,No data (105)
GNQ,GNQr102,160066,33006,No data (105)
GNQ,GNQr103,230951,48889,No data (105)
GNQ,GNQr104,370286,85759,No data (105)
GNQ,GNQr105,158943,32467,No data (105)
GRC,GRCr101,3802010,1489133,LIS: survey + marginals (38)
GRC,GRCr102,197025,78930,LIS: survey + marginals (38)
GRC,GRCr103,335051,134139,LIS: survey + marginals (38)
GRC,GRCr104,632013,252508,LIS: survey + marginals (38)
GRC,GRCr105,605971,242732,LIS: survey + marginals (38)
GRC,GRCr106,1888989,755830,LIS: survey + marginals (38)
GRC,GRCr107,275003,110346,LIS: survey + marginals (38)
GRC,GRCr108,338017,135563,LIS: survey + marginals (38)
GRC,GRCr109,731959,290899,LIS: survey + marginals (38)
GRC,GRCr110,207007,82242,LIS: survey + marginals (38)
GRC,GRCr111,670990,266555,LIS: survey + marginals (38)
GRC,GRCr112,557024,221110,LIS: survey + marginals (38)
GRC,GRCr113,581983,231081,LIS: survey + marginals (38)
GRD,GRDt,109533,31886,No data (105)
GRL,GRLt,-99,-99,No data (105)
GTM,GTMr101,3064788,713825,LIS: survey + marginals (38)
GTM,GTMr102,1450086,269572,LIS: survey + marginals (38)
GTM,GTMr103,1369959,299997,LIS: survey + marginals (38)
GTM,GTMr104,1362424,299763,LIS: survey + marginals (38)
GTM,GTMr105,1694836,372554,LIS: survey + marginals (38)
GTM,GTMr106,3815653,772147,LIS: survey + marginals (38)
GTM,GTMr107,2214192,427420,LIS: survey + marginals (38)
GTM,GTMr108,594982,125819,LIS: survey + marginals (38)
GUY,GUYr101,14202,3539,No data (105)
GUY,GUYr102,42387,10543,No data (105)
GUY,GUYr103,120329,30616,No data (105)
GUY,GUYr104,338540,88461,No data (105)
GUY,GUYr105,52361,13421,No data (105)
GUY,GUYr106,112077,28511,No data (105)
GUY,GUYr107,12334,2992,No data (105)
GUY,GUYr108,8461,1923,No data (105)
GUY,GUYr109,25683,6042,No data (105)
GUY,GUYr110,38553,10115,No data (105)
HND,HNDr101,447179,109267,No data (105)
HND,HNDr102,337374,78691,No data (105)
HND,HNDr103,561827,128944,No data (105)
HND,HNDr104,414853,92315,No data (105)
HND,HNDr105,1599494,396774,No data (105)
HND,HNDr106,492842,110577,No data (105)
HND,HNDr107,499769,111782,No data (105)
HND,HNDr108,1628012,412667,No data (105)
HND,HNDr109,98922,22020,No data (105)
HND,HNDr110,242571,53149,No data (105)
HND,HNDr111,66697,16348,No data (105)
HND,HNDr112,235744,53169,No data (105)
HND,HNDr113,363328,77840,No data (105)
HND,HNDr114,171360,39031,No data (105)
HND,HNDr115,553435,129425,No data (105)
HND,HNDr116,488497,110569,No data (105)
HND,HNDr117,200362,45846,No data (105)
HND,HNDr118,677359,155963,No data (105)
HRV,HRVr101,799446,338449,No data (105)
HRV,HRVr102,316573,110864,No data (105)
HRV,HRVr103,128853,41609,No data (105)
HRV,HRVr104,171951,60740,No data (105)
HRV,HRVr105,112355,37607,No data (105)
HRV,HRVr106,112548,38542,No data (105)
HRV,HRVr107,113745,36583,No data (105)
HRV,HRVr108,80636,24648,No data (105)
HRV,HRVr109,73428,22800,No data (105)
HRV,HRVr110,151055,47284,No data (105)
HRV,HRVr111,294234,101676,No data (105)
HRV,HRVr112,169213,52926,No data (105)
HRV,HRVr113,121836,40951,No data (105)
HRV,HRVr114,160293,52382,No data (105)
HRV,HRVr115,291657,118470,No data (105)
HRV,HRVr116,47675,15484,No data (105)
HRV,HRVr117,170151,59452,No data (105)
HRV,HRVr118,104302,35392,No data (105)
HRV,HRVr119,453078,165685,No data (105)
HRV,HRVr120,208066,82848,No data (105)
HRV,HRVr121,122222,47479,No data (105)
HTI,HTIr101,3883796,729621,No data (105)
HTI,HTIr102,600284,108275,No data (105)
HTI,HTIr103,1125039,209377,No data (105)
HTI,HTIr104,395254,72342,No data (105)
HTI,HTIr105,1606138,284468,No data (105)
HTI,HTIr106,776207,135657,No data (105)
HTI,HTIr107,810676,147345,No data (105)
HTI,HTIr108,818035,145274,No data (105)
HTI,HTIr109,544935,101168,No data (105)
HUN,HUNr101,2989193,1310438,LIS: survey + marginals (38)
HUN,HUNr102,1062185,407491,LIS: survey + marginals (38)
HUN,HUNr103,984141,366661,LIS: survey + marginals (38)
HUN,HUNr104,904916,440470,LIS: survey + marginals (38)
HUN,HUNr105,1158880,526141,LIS: survey + marginals (38)
HUN,HUNr106,1477003,591446,LIS: survey + marginals (38)
HUN,HUNr107,1267022,561413,LIS: survey + marginals (38)
IDN,IDNr101,4837431,1181224,IPUMS/DHS: survey + marginals (24)
IDN,IDNr102,13721758,3273004,IPUMS/DHS: survey + marginals (24)
IDN,IDNr103,5155388,1256207,IPUMS/DHS: survey + marginals (24)
IDN,IDNr104,7934410,1973802,IPUMS/DHS: survey + marginals (24)
IDN,IDNr105,3309124,844119,IPUMS/DHS: survey + marginals (24)
IDN,IDNr106,7804017,1944721,IPUMS/DHS: survey + marginals (24)
IDN,IDNr107,1846868,479688,IPUMS/DHS: survey + marginals (24)
IDN,IDNr108,8049633,2072484,IPUMS/DHS: survey + marginals (24)
IDN,IDNr109,1411638,356927,IPUMS/DHS: survey + marginals (24)
IDN,IDNr110,9522788,2518573,IPUMS/DHS: survey + marginals (24)
IDN,IDNr111,48336985,12769082,IPUMS/DHS: survey + marginals (24)
IDN,IDNr112,34555029,9375387,IPUMS/DHS: survey + marginals (24)
IDN,IDNr113,3931994,1183279,IPUMS/DHS: survey + marginals (24)
IDN,IDNr114,40434567,11277688,IPUMS/DHS: survey + marginals (24)
IDN,IDNr115,11123436,2947240,IPUMS/DHS: survey + marginals (24)
IDN,IDNr116,4586596,1225414,IPUMS/DHS: survey + marginals (24)
IDN,IDNr117,5153980,1457307,IPUMS/DHS: survey + marginals (24)
IDN,IDNr118,5287378,1174776,IPUMS/DHS: survey + marginals (24)
IDN,IDNr120,4739808,1132683,IPUMS/DHS: survey + marginals (24)
IDN,IDNr121,2295137,605126,IPUMS/DHS: survey + marginals (24)
IDN,IDNr122,3979374,1084956,IPUMS/DHS: survey + marginals (24)
IDN,IDNr123,3672640,915079,IPUMS/DHS: survey + marginals (24)
IDN,IDNr124,2398748,612190,IPUMS/DHS: survey + marginals (24)
IDN,IDNr125,2885046,699226,IPUMS/DHS: survey + marginals (24)
IDN,IDNr126,9692929,2276219,IPUMS/DHS: survey + marginals (24)
IDN,IDNr127,2417221,566526,IPUMS/DHS: survey + marginals (24)
IDN,IDNr128,1161782,298599,IPUMS/DHS: survey + marginals (24)
IDN,IDNr129,2812067,607331,IPUMS/DHS: survey + marginals (24)
IDN,IDNr130,3884094,937586,IPUMS/DHS: survey + marginals (24)
IMN,IMNt,-99,-99,No data (105)
IND,INDr101,63611689,16210705,LIS: survey + marginals (38)
IND,INDr102,31612193,6905317,LIS: survey + marginals (38)
IND,INDr103,110156580,22830410,LIS: survey + marginals (38)
IND,INDr104,2071109,455868,LIS: survey + marginals (38)
IND,INDr105,62990095,13523517,LIS: survey + marginals (38)
IND,INDr106,28490297,5902012,LIS: survey + marginals (38)
IND,INDr107,7129951,1676697,LIS: survey + marginals (38)
IND,INDr109,64768911,14149522,LIS: survey + marginals (38)
IND,INDr110,37195860,9023635,LIS: survey + marginals (38)
IND,INDr111,80926631,17847713,LIS: survey + marginals (38)
IND,INDr112,125201924,27843240,LIS: survey + marginals (38)
IND,INDr113,2423097,422817,LIS: survey + marginals (38)
IND,INDr114,3054155,691438,LIS: survey + marginals (38)
IND,INDr115,1113070,263277,LIS: survey + marginals (38)
IND,INDr116,1694149,400193,LIS: survey + marginals (38)
IND,INDr117,44844458,9670225,LIS: survey + marginals (38)
IND,INDr118,28876195,6165628,LIS: survey + marginals (38)
IND,INDr119,72437241,15041058,LIS: survey + marginals (38)
IND,INDr120,561996,126598,LIS: survey + marginals (38)
IND,INDr121,82055688,21895481,LIS: survey + marginals (38)
IND,INDr122,98297859,23612044,LIS: survey + marginals (38)
IND,INDr123,205538223,40922283,LIS: survey + marginals (38)
IND,INDr124,19849332,3874655,LIS: survey + marginals (38)
IND,INDr125,1196074,274245,LIS: survey + marginals (38)
IND,INDr126,3804081,913447,LIS: survey + marginals (38)
IND,INDr127,13072021,2544193,LIS: survey + marginals (38)
IND,INDr128,39032931,7577576,LIS: survey + marginals (38)
IND,INDr129,31614768,6512774,LIS: survey + marginals (38)
IND,INDr130,40489295,10319584,LIS: survey + marginals (38)
IND,INDr131,790977,171592,LIS: survey + marginals (38)
IND,INDr132,514052,111910,LIS: survey + marginals (38)
IND,INDr133,1430948,328851,LIS: survey + marginals (38)
IND,INDr134,185013,41721,LIS: survey + marginals (38)
IND,INDr135,79500,19500,LIS: survey + marginals (38)
IND,INDr136,-99,-99,LIS: survey + marginals (38)
IRL,IRLr101,412028,157840,LIS: survey + marginals (38)
IRL,IRLr102,289056,106179,LIS: survey + marginals (38)
IRL,IRLr103,448065,171668,LIS: survey + marginals (38)
IRL,IRLr104,1325008,485401,LIS: survey + marginals (38)
IRL,IRLr105,658997,241291,LIS: survey + marginals (38)
IRL,IRLr106,455091,168333,LIS: survey + marginals (38)
IRL,IRLr107,432022,159934,LIS: survey + marginals (38)
IRL,IRLr108,682022,251934,LIS: survey + marginals (38)
IRN,IRNr101,1468877,428243,IPUMS: marginals (5)
IRN,IRNr102,2599198,780769,IPUMS: marginals (5)
IRN,IRNr103,3224567,941920,IPUMS: marginals (5)
IRN,IRNr104,3903953,1104756,IPUMS: marginals (5)
IRN,IRNr105,3257107,847576,IPUMS: marginals (5)
IRN,IRNr106,2048138,548593,IPUMS: marginals (5)
IRN,IRNr107,4722137,1135061,IPUMS: marginals (5)
IRN,IRNr108,4788809,1278089,IPUMS: marginals (5)
IRN,IRNr109,3038181,804274,IPUMS: marginals (5)
IRN,IRNr110,6246183,1724896,IPUMS: marginals (5)
IRN,IRNr111,5087186,1463963,IPUMS: marginals (5)
IRN,IRNr112,2643268,616445,IPUMS: marginals (5)
IRN,IRNr113,1545606,399799,IPUMS: marginals (5)
IRN,IRNr114,1800587,506693,IPUMS: marginals (5)
IRN,IRNr115,950962,243361,IPUMS: marginals (5)
IRN,IRNr116,1853425,474737,IPUMS: marginals (5)
IRN,IRNr117,577466,139234,IPUMS: marginals (5)
IRN,IRNr118,681710,158726,IPUMS: marginals (5)
IRN,IRNr119,978459,241122,IPUMS: marginals (5)
IRN,IRNr120,1053375,290171,IPUMS: marginals (5)
IRN,IRNr121,647782,188972,IPUMS: marginals (5)
IRN,IRNr122,1119719,317093,IPUMS: marginals (5)
IRN,IRNr123,1605174,401616,IPUMS: marginals (5)
IRN,IRNr124,15352048,4496345,IPUMS: marginals (5)
IRN,IRNr125,1277927,334284,IPUMS: marginals (5)
IRN,IRNr126,1193337,323904,IPUMS: marginals (5)
IRN,IRNr127,1263199,355180,IPUMS: marginals (5)
IRN,IRNr128,1861092,487334,IPUMS: marginals (5)
IRN,IRNr129,898971,245734,IPUMS: marginals (5)
IRN,IRNr130,664732,186680,IPUMS: marginals (5)
IRQ,IRQr101,1298314,303276,No data (105)
IRQ,IRQr102,3270428,749823,No data (105)
IRQ,IRQr103,1987177,469477,No data (105)
IRQ,IRQr104,1462634,341394,No data (105)
IRQ,IRQr105,2535532,589754,No data (105)
IRQ,IRQr106,1798552,413512,No data (105)
IRQ,IRQr107,1476528,340610,No data (105)
IRQ,IRQr108,6424240,1519329,No data (105)
IRQ,IRQr109,1796177,412859,No data (105)
IRQ,IRQr110,1069210,244659,No data (105)
IRQ,IRQr111,1228749,274671,No data (105)
IRQ,IRQr112,1233673,284418,No data (105)
IRQ,IRQr113,1390227,315039,No data (105)
IRQ,IRQr114,1126025,256092,No data (105)
IRQ,IRQr115,1019771,227395,No data (105)
IRQ,IRQr116,2257679,514582,No data (105)
IRQ,IRQr117,1342423,298494,No data (105)
IRQ,IRQr118,2853753,649759,No data (105)
ISL,ISLt,330865,135305,LIS: survey + marginals (38)
ISR,ISRt,8380807,2544739,LIS: survey + marginals (38)
ITA,ITAr101,4414018,1917855,LIS: survey + marginals (38)
ITA,ITAr102,128013,56272,LIS: survey + marginals (38)
ITA,ITAr103,1576949,685544,LIS: survey + marginals (38)
ITA,ITAr104,10005373,4077837,LIS: survey + marginals (38)
ITA,ITAr105,1329666,529667,LIS: survey + marginals (38)
ITA,ITAr106,313003,99730,LIS: survey + marginals (38)
ITA,ITAr107,5855944,2047299,LIS: survey + marginals (38)
ITA,ITAr108,4085499,1560981,LIS: survey + marginals (38)
ITA,ITAr109,574996,238211,LIS: survey + marginals (38)
ITA,ITAr110,1973997,760801,LIS: survey + marginals (38)
ITA,ITAr111,5083873,1958300,LIS: survey + marginals (38)
ITA,ITAr112,1661018,631116,LIS: survey + marginals (38)
ITA,ITAr114,538097,198296,LIS: survey + marginals (38)
ITA,ITAr115,4920209,1893235,LIS: survey + marginals (38)
ITA,ITAr116,1224484,395152,LIS: survey + marginals (38)
ITA,ITAr117,4448915,1873055,LIS: survey + marginals (38)
ITA,ITAr118,3748061,1496771,LIS: survey + marginals (38)
ITA,ITAr119,893097,311853,LIS: survey + marginals (38)
ITA,ITAr120,1547076,642034,LIS: survey + marginals (38)
